Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_N��meros;Cidade;;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
150;07/08/2006;1;3;5;6;7;8;9;11;14;19;21;22;23;24;25;0;1;;SP;333;15291;253716;1446824;1.641.679,38;2.112,84;10;4;2;0;0;0
151;14/08/2006;3;4;5;7;9;10;11;12;13;14;16;18;20;23;24;0;5;;MG;626;23014;277803;1417099;333.476,48;1.141,52;10;4;2;0;0;0
152;21/08/2006;3;4;5;6;7;8;13;15;17;19;20;22;23;24;25;0;3;;SP;749;23507;300483;1517767;435.453,14;744,65;10;4;2;0;0;0
153;28/08/2006;1;2;4;5;8;11;12;13;17;18;20;21;23;24;25;0;8;;AC;958;30251;365810;1713398;130.468,18;465,16;10;4;2;0;0;0
154;04/09/2006;1;2;3;5;6;9;10;11;13;14;15;16;18;23;24;0;1;;RS;604;27326;262834;1558936;1.415.829,77;1.004,61;10;4;2;0;0;0
155;11/09/2006;2;4;5;8;10;11;14;15;16;18;19;20;21;22;24;0;0;;;559;22378;250331;1242889;0;1.352,92;10;4;2;1.764.652,94;0;0
156;18/09/2006;1;3;4;8;9;10;11;12;13;14;15;19;20;22;23;0;7;;MA;606;23142;344899;1779082;544.973,94;1.449,91;10;4;2;0;0;0
157;25/09/2006;1;2;4;6;7;9;10;12;14;16;18;19;21;24;25;0;9;;AM;1164;27968;294624;1457786;184.264,18;608,27;10;4;2;0;0;0
158;02/10/2006;2;7;8;9;10;11;12;15;16;17;18;19;20;22;23;0;2;;PR;379;14044;227436;1333606;903.537,47;2.043,43;10;4;2;0;0;0
159;09/10/2006;1;2;3;4;5;6;8;10;11;14;15;17;20;24;25;0;2;;RS;699;23036;296027;1584286;703.307,50;862,43;10;4;2;0;0;0
160;16/10/2006;1;3;4;9;10;11;12;14;15;16;17;19;20;21;24;0;3;;MA;343;15261;208539;1221736;597.551,18;2.239,89;10;4;2;0;0;0
161;19/10/2006;1;5;8;11;13;15;16;17;18;20;21;22;23;24;25;0;0;;;611;15775;239227;918806;0;331,96;10;4;2;475.058,19;1.800.000,00;0
162;23/10/2006;1;2;3;4;5;6;8;11;12;13;16;18;20;23;24;0;5;;PR;473;17329;259119;1359430;326.388,90;1.048,22;10;4;2;0;0;0
163;26/10/2006;1;2;3;5;6;7;9;13;14;15;20;21;23;24;25;0;3;;DF;301;14090;182825;1000015;264.578,33;1.130,14;10;4;2;0;0;0
164;30/10/2006;1;2;3;5;6;8;10;11;14;15;18;21;22;23;24;0;1;;BA;350;14833;215986;1200787;1.166.134,45;1.427,92;10;4;2;0;0;0
165;03/11/2006;1;2;4;6;8;9;12;13;14;15;17;18;19;22;25;0;2;;MG;474;15818;152856;784846;370.695,33;667,8;10;4;2;0;0;0
166;06/11/2006;2;3;4;8;9;10;13;14;15;18;19;20;21;22;23;0;39;;BA;1363;18402;206939;965304;30.597,68;373,8;10;4;2;0;0;0
167;09/11/2006;1;2;3;6;8;9;10;13;14;16;18;19;22;23;24;0;3;;MT;531;16831;202659;1017291;302.468,28;729,59;10;4;2;0;0;0
168;13/11/2006;1;2;3;4;7;10;12;15;16;17;19;20;22;23;24;0;1;;RJ;386;15449;205259;1185853;1.467.158,17;1.628,97;10;4;2;0;0;0
169;16/11/2006;1;4;5;6;7;8;9;10;11;12;15;16;20;21;24;0;0;;;239;8661;119123;733474;0;1.973,03;10;4;2;1.100.295,03;0;0
170;21/11/2006;1;3;4;5;6;7;8;10;13;16;18;20;22;23;25;0;1;;RN;614;25288;329486;1467483;2.382.496,82;894,98;10;4;2;0;0;0
171;23/11/2006;1;3;4;10;11;12;13;15;16;17;21;22;23;24;25;0;4;;BA;268;9173;148445;853294;214.073,05;1.369,34;10;4;2;0;0;0
172;27/11/2006;1;2;4;6;7;9;10;11;12;13;18;20;21;22;25;0;1;;RS;491;15871;198340;1108489;1.294.736,87;1.130,12;10;4;2;0;0;0
173;30/11/2006;2;3;4;5;7;8;11;15;19;20;21;22;23;24;25;0;0;;;245;10219;148861;869873;0;1.729,59;10;4;2;988.749,60;0;0
174;04/12/2006;1;2;4;7;9;10;11;12;13;15;17;20;23;24;25;0;11;;ES;1312;35908;358227;1677488;164.220,21;266,09;10;4;2;0;0;0
175;07/12/2006;2;3;5;6;7;11;12;13;14;15;16;18;19;21;24;0;2;;GO;267;11214;149794;846444;640.155,35;2.055,07;10;4;2;0;0;0
176;11/12/2006;2;4;10;11;12;13;15;16;17;18;21;22;23;24;25;0;1;;ES;807;33717;236870;1292800;1.219.699,48;645,28;10;4;2;0;0;0
177;14/12/2006;2;6;7;8;10;11;13;15;16;17;19;20;21;23;24;0;2;;GO;513;17607;189127;1003314;561.611,08;938,37;10;4;2;0;0;0
178;18/12/2006;2;3;4;6;8;9;10;14;16;19;20;21;23;24;25;0;1;;GO;283;13048;190022;1115303;1.521.659,37;2.304,38;10;4;2;0;0;0
179;21/12/2006;2;3;4;5;7;9;13;14;15;17;19;22;23;24;25;0;6;;DF;1085;31036;321695;1307885;82.980,10;195,92;10;4;2;0;0;0
180;26/12/2006;1;2;3;4;5;6;7;8;10;11;15;17;20;24;25;0;13;;AP;7687;18027;183658;1062910;68.697,01;49,61;10;4;2;0;0;0
181;28/12/2006;1;4;5;6;7;8;14;15;16;17;19;20;21;22;23;0;2;;SE;360;9926;121305;708743;648.701,32;1.544,53;10;4;2;0;0;0
182;02/01/2007;2;3;4;7;8;9;11;13;14;17;19;21;22;23;25;0;7;;GO;928;23347;253900;1053677;83.505,82;268,93;10;4;2;0;0;0
183;04/01/2007;2;4;6;7;8;11;13;14;16;19;20;21;23;24;25;0;4;;GO;424;13906;182663;839141;218.236,04;882,35;10;4;2;0;0;0
184;08/01/2007;1;3;7;8;9;10;11;15;16;17;18;19;21;23;25;0;3;;BA;423;43275;270561;1208438;282.071,90;857,36;10;4;2;0;0;0
185;11/01/2007;1;2;4;6;7;8;9;11;12;15;17;19;20;23;25;0;3;;MG;489;16699;211910;1027602;298.398,38;781,59;10;4;2;0;0;0
186;15/01/2007;2;4;5;6;11;12;13;16;17;18;19;22;23;24;25;0;2;;PR;338;13786;217999;1189905;628.034,83;1.592,65;10;4;2;0;0;0
187;18/01/2007;1;3;11;12;13;15;16;17;18;19;21;22;23;24;25;0;2;;MA;636;53783;192863;1064100;374.968,40;503,43;10;4;2;0;0;0
188;22/01/2007;2;3;5;8;10;11;13;16;19;20;21;22;23;24;25;0;6;;DF;515;19440;252304;1384753;167.432,00;836;10;4;2;0;0;0
189;25/01/2007;1;2;4;5;6;7;9;13;16;18;19;20;22;23;24;0;2;;DF;324;16766;159294;930299;497.279,18;1.315,56;10;4;2;0;0;0
190;29/01/2007;1;3;4;5;7;8;11;13;14;15;16;18;19;23;24;0;3;;SC;583;19039;240715;1257119;350.459,97;769,96;10;4;2;0;0;0
191;01/02/2007;2;5;8;9;10;12;13;15;17;18;19;20;21;22;23;0;1;;SP;412;15024;213016;997044;964.343,13;1.003,13;10;4;2;0;0;0
192;05/02/2007;1;2;3;4;5;6;11;13;14;15;16;21;22;23;24;0;3;;DF;754;34386;197879;1082451;435.921,62;740,51;10;4;2;0;0;0
193;08/02/2007;1;2;3;4;5;8;9;10;14;15;16;19;20;21;25;0;2;;BA;316;11974;141482;846030;670.419,19;1.818,50;10;4;2;0;0;0
194;12/02/2007;2;7;8;9;10;12;13;14;15;17;18;21;22;23;25;0;1;;RJ;354;14957;233715;1231332;1.197.208,94;1.449,40;10;4;2;0;0;0
195;15/02/2007;2;3;4;6;7;8;9;11;12;14;17;18;19;22;23;0;10;;BA;1073;38496;230650;1015550;86.522,69;344,28;10;4;2;0;0;0
196;22/02/2007;2;3;4;5;10;14;15;16;17;19;20;22;23;24;25;0;1;;SC;323;13239;208826;1170750;1.278.818,47;1.696,80;10;4;2;0;0;0
197;26/02/2007;3;4;5;6;7;8;9;10;12;13;18;20;21;22;23;0;4;;MG;451;16365;189310;1075584;327.278,19;1.244,01;10;4;2;0;0;0
198;01/03/2007;1;2;4;5;6;7;13;14;15;16;17;18;20;21;25;0;3;;GO;283;10301;141305;840903;409.715,30;1.861,40;10;4;2;0;0;0
199;05/03/2007;1;2;3;4;5;6;9;11;12;15;19;20;21;22;23;0;1;;PR;381;13664;178579;1124850;1.321.388,89;1.486,38;10;4;2;0;0;0
200;08/03/2007;1;2;4;5;8;9;11;12;13;14;15;16;21;23;24;0;2;;BA;280;12673;191340;1015452;519.190,74;1.589,36;10;4;2;0;0;0
201;12/03/2007;1;2;4;5;8;9;10;11;12;13;14;15;19;20;22;0;4;;MA;614;22333;262852;1261685;262.310,00;729,59;10;4;2;0;0;0
202;15/03/2007;1;3;5;10;11;13;14;16;17;18;19;21;22;23;24;0;0;;;269;12150;175505;1105371;0;1.703,36;10;4;2;1.069.138,00;0;0
203;19/03/2007;1;2;3;4;5;6;7;12;13;14;17;18;23;24;25;0;15;;BA;1447;32382;318444;1557370;151.893,08;356,8;10;4;2;0;0;0
204;22/03/2007;2;3;4;5;7;8;11;14;15;16;17;22;23;24;25;0;4;;DF;566;20023;239733;1095166;233.188,57;703,6;10;4;2;0;0;0
205;26/03/2007;2;3;4;9;10;11;12;14;15;16;17;18;21;22;25;0;1;;SP;322;11225;159125;963861;1.651.759,41;2.198,44;10;4;2;0;0;0
206;29/03/2007;2;3;5;8;9;11;12;13;14;15;16;17;20;21;22;0;2;;PR;270;10506;142271;908597;590.228,22;1.873,74;10;4;2;0;0;0
207;02/04/2007;1;2;3;4;6;9;10;12;13;14;15;17;19;20;22;0;1;;SP;364;14813;231395;1202103;1.211.903,70;1.426,89;10;4;2;0;0;0
208;05/04/2007;1;3;4;6;7;9;10;11;12;14;15;16;19;23;24;0;2;;MG;381;12101;149390;870271;534.367,26;1.202,18;10;4;2;0;0;0
209;09/04/2007;1;3;5;6;7;9;10;14;15;18;19;21;22;24;25;0;3;;CE;267;11913;161154;926604;425.084,14;2.046,96;10;4;2;0;0;0
210;12/04/2007;3;5;7;9;10;11;13;14;15;16;18;21;22;23;24;0;2;;MG;533;18516;224602;1065835;467.257,17;748,57;10;4;2;0;0;0
211;16/04/2007;1;2;4;6;8;10;11;12;14;16;17;18;22;24;25;0;12;;BA;2051;36077;258629;1136150;92.363,73;230,72;10;4;2;0;0;0
212;19/04/2007;1;3;4;6;8;9;10;11;12;14;16;19;20;22;23;0;3;;BA;497;18605;187834;953316;356.439,49;922,09;10;4;2;0;0;0
213;23/04/2007;1;3;4;5;8;9;10;11;16;18;19;21;23;24;25;0;0;;;331;13114;188730;1138481;0;1.367,72;10;4;2;1.056.335,44;0;0
214;26/04/2007;1;2;3;4;9;11;13;14;15;18;19;20;22;24;25;0;2;;RN;386;21187;225619;1305857;1.099.865,39;1.269,50;10;4;2;0;0;0
215;30/04/2007;1;3;4;5;7;9;11;12;14;15;17;18;19;23;25;0;4;;MG;1009;35510;302969;1254385;160.486,33;271,64;10;4;2;0;0;0
216;03/05/2007;2;3;4;5;6;7;9;10;11;13;17;19;21;24;25;0;3;;DF;479;17238;215394;1040245;292.829,11;783,02;10;4;2;0;0;0
217;07/05/2007;2;3;4;5;6;7;9;10;11;12;16;17;19;21;25;0;2;;BA;548;39451;196007;1096546;641.708,91;1.003,71;10;4;2;0;0;0
218;10/05/2007;2;5;7;8;11;12;13;14;15;16;17;20;21;22;25;0;1;;MG;349;20284;151533;942198;1.295.114,22;1.590,40;10;4;2;0;0;0
219;14/05/2007;2;3;6;8;9;11;14;16;17;18;19;22;23;24;25;0;1;;ES;334;14810;202799;1139236;1.321.125,73;1.695,20;10;4;2;0;0;0
220;17/05/2007;5;9;10;12;13;14;15;16;17;18;20;21;23;24;25;0;0;;;275;12225;180556;912407;0;1.847,51;10;4;2;1.185.483,63;2.500.000,00;0
221;21/05/2007;1;2;3;6;7;8;10;12;16;17;19;20;21;23;25;0;2;;SE;382;16379;218172;1280912;1.431.076,01;1.881,08;10;4;2;0;1.000.000,00;0
222;24/05/2007;1;3;4;5;6;7;8;9;12;15;18;21;22;23;24;0;1;;AP;232;9982;160368;915510;1.137.537,20;2.101,36;10;4;2;0;1.000.000,00;0
223;28/05/2007;2;4;7;9;10;11;12;13;14;16;20;21;22;23;24;0;0;;;371;15354;198520;1110738;0;1.478,50;10;4;2;1.279.890,48;2.500.000,00;0
224;31/05/2007;4;6;8;9;10;11;12;13;15;18;19;20;21;23;24;0;4;;MG;364;14879;202689;1195711;674.947,70;1.671,79;10;4;2;0;1.400.000,00;0
225;04/06/2007;1;2;3;5;7;8;13;14;15;18;19;20;22;23;25;0;3;;BA;912;29008;279442;1416966;314.688,25;441,96;10;4;2;0;1.000.000,00;0
226;08/06/2007;4;5;8;10;11;13;14;15;16;17;18;19;20;21;25;0;1;;MG;238;9088;135676;887477;1.033.333,31;1.860,74;10;4;2;0;1.000.000,00;0
227;11/06/2007;1;5;7;8;9;10;12;14;15;17;18;19;20;21;22;0;3;;PI;313;12127;168590;958513;426.727,90;1.752,87;10;4;2;0;1.000.000,00;0
228;14/06/2007;2;4;10;11;12;13;14;15;16;17;18;19;20;24;25;0;7;;BA;510;12306;199913;991171;162.006,70;952,98;10;4;2;0;1.000.000,00;0
229;18/06/2007;2;6;8;9;10;11;12;13;14;15;16;17;20;23;25;0;3;;SP;322;12883;210219;1189925;451.708,06;1.803,62;10;4;2;0;1.000.000,00;0
230;21/06/2007;1;2;3;4;5;6;8;10;11;13;14;15;17;22;24;0;1;;MG;656;21649;267144;1107051;912.992,46;594,21;10;4;2;0;1.100.000,00;0
231;25/06/2007;1;2;5;6;7;10;12;15;16;17;18;19;21;24;25;0;1;;RS;366;14413;170116;1009785;1.574.316,19;1.843,46;10;4;2;0;1.100.000,00;0
232;28/06/2007;4;5;6;9;11;12;13;14;16;17;18;21;23;24;25;0;1;;SC;252;10957;164814;946981;1.197.922,11;2.037,28;10;4;2;0;1.100.000,00;0
233;02/07/2007;1;2;3;4;5;6;7;8;9;12;13;14;17;19;21;0;8;;BA;820;24183;291569;1234674;122.409,35;509,88;10;4;2;0;1.000.000,00;0
234;05/07/2007;1;2;3;4;5;9;11;12;13;14;15;17;21;22;24;0;1;;SP;676;39252;226627;1231982;889.594,53;561,85;10;4;2;0;1.000.000,00;0
235;09/07/2007;1;8;10;12;13;14;15;16;17;18;19;21;23;24;25;0;4;;AM;475;16531;263639;1103205;248.234,57;895,89;10;4;2;0;1.000.000,00;0
236;12/07/2007;1;3;4;5;7;8;9;12;13;15;16;21;22;23;25;0;0;;;359;16808;225582;1248389;0;1.298,37;10;4;2;1.087.600,01;2.500.000,00;0
237;16/07/2007;4;5;6;7;9;12;13;15;16;18;19;20;21;22;23;0;5;;MG;759;22024;267999;1388224;545.832,17;926,91;10;4;2;0;1.000.000,00;0
238;19/07/2007;1;3;4;6;11;12;13;14;15;17;19;20;21;23;24;0;1;;RJ;319;12604;177262;1112538;1.158.825,53;1.556,87;10;4;2;0;1.000.000,00;0
239;23/07/2007;1;3;5;6;7;9;10;13;14;15;16;19;22;23;25;0;4;;CE;736;22562;264149;1294387;268.193,92;622,31;10;4;2;0;1.000.000,00;0
240;26/07/2007;1;2;4;9;10;11;13;14;15;16;18;19;21;22;23;0;1;;PR;395;14664;181955;1027526;1.076.749,80;1.168,26;10;4;2;0;1.000.000,00;0
241;30/07/2007;3;4;5;8;9;12;13;14;15;17;20;21;23;24;25;0;6;;BA;550;18840;248779;1368593;162.955,29;758,98;10;4;2;0;1.000.000,00;0
242;02/08/2007;2;5;6;8;9;13;14;15;16;17;18;19;21;22;23;0;2;;GO;500;16629;210405;1126014;553.900,01;949,54;10;4;2;0;1.000.000,00;0
243;06/08/2007;1;2;3;4;5;7;12;13;16;17;18;20;21;23;25;0;0;;;395;15691;239166;1305797;0;1.431,01;10;4;2;1.318.918,79;2.800.000,00;0
244;09/08/2007;3;5;6;7;9;10;11;12;14;15;18;20;21;22;24;0;4;;AM;654;22161;252057;1277102;761.115,43;1.130,76;10;4;2;0;1.200.000,00;0
245;13/08/2007;1;2;6;7;9;10;11;12;14;15;16;18;19;24;25;0;1;;SP;397;17309;203970;1148741;1.602.862,09;1.730,33;10;4;2;0;1.000.000,00;0
246;16/08/2007;1;4;5;7;8;9;10;12;13;15;17;18;21;24;25;0;2;;BA;646;17875;209948;1210961;514.572,62;680,17;10;4;2;0;1.000.000,00;0
247;20/08/2007;1;2;3;4;7;8;9;14;15;16;17;19;22;23;25;0;1;;SC;746;22515;262704;1367044;1.100.400,40;629,77;10;4;2;0;1.000.000,00;0
248;23/08/2007;1;2;5;8;9;10;11;12;13;15;16;19;20;21;25;0;5;;MG;568;18679;213407;1182527;205.597,54;772,71;10;4;2;0;1.200.000,00;0
249;27/08/2007;4;5;7;8;9;10;12;14;15;17;18;21;22;23;25;0;4;;PA;456;20710;240312;1246804;300.690,74;1.130,42;10;4;2;0;1.000.000,00;0
250;30/08/2007;1;2;3;5;9;10;12;13;15;16;17;18;19;21;23;0;1;;MG;456;20409;248997;1315442;729.124,59;682,67;10;4;2;0;1.200.000,00;0
251;03/09/2007;3;4;5;6;9;10;13;15;16;18;19;21;22;23;25;0;3;;DF;546;18852;250206;1373895;388.791,25;915,52;10;4;2;0;1.200.000,00;0
252;06/09/2007;2;3;4;6;8;11;14;15;17;18;19;22;23;24;25;0;1;;DF;578;23054;215463;1143748;1.145.268,64;849,19;10;4;2;0;1.000.000,00;0
253;10/09/2007;1;4;5;6;7;8;11;12;13;15;18;19;21;22;23;0;3;;PR;467;15696;205230;1103731;384.999,07;1.059,96;10;4;2;0;1.000.000,00;0
254;13/09/2007;2;3;4;5;6;7;8;9;11;13;14;15;16;20;23;0;4;;BA;344;14579;247017;1172541;309.239,02;1.541,06;10;4;2;0;1.200.000,00;0
255;17/09/2007;1;2;3;4;6;9;10;14;15;16;17;21;22;23;24;0;3;;SP;426;13725;186470;1138744;574.134,62;1.732,80;10;4;2;0;1.200.000,00;0
256;20/09/2007;1;2;6;7;8;9;10;12;13;15;16;18;20;22;24;0;6;;DF;458;17563;205198;1057444;219.836,27;1.234,27;10;4;2;0;1.200.000,00;0
257;24/09/2007;1;3;6;7;9;10;12;13;14;16;17;18;19;22;24;0;2;;AM;600;20544;242288;1285535;656.028,71;937,19;10;4;2;0;1.200.000,00;0
258;27/09/2007;2;4;5;6;9;12;13;14;17;19;20;21;22;24;25;0;6;;CE;877;21971;214688;1070083;198.893,58;580,96;10;4;2;0;1.200.000,00;0
259;01/10/2007;3;5;6;7;8;9;10;15;18;19;20;21;22;24;25;0;0;;;293;15192;173008;1099965;0;2.477,16;10;4;2;1.693.556,25;3.000.000,00;0
260;04/10/2007;1;3;4;5;6;7;8;9;11;13;14;18;19;20;24;0;1;;MS;422;19243;268373;1601008;3.407.439,83;1.740,58;10;4;2;0;1.200.000,00;0
261;08/10/2007;1;2;4;5;6;7;11;13;15;16;17;19;20;21;25;0;2;;BA;599;27065;281319;1393103;650.009,12;930,14;10;4;2;0;1.200.000,00;0
262;11/10/2007;3;4;6;7;8;9;12;13;14;15;17;20;21;23;24;0;1;;PR;461;23646;215284;1197030;1.189.723,12;1.106,03;10;4;2;0;1.100.000,00;0
263;15/10/2007;1;4;7;8;9;10;11;14;15;16;18;19;21;23;24;0;0;;;550;17780;199155;1014306;0;963,09;10;4;2;1.235.966,89;3.000.000,00;0
264;18/10/2007;1;3;4;6;8;9;12;13;16;19;20;21;22;23;25;0;6;;BA;748;21472;254846;1382097;468.787,91;903,42;10;4;2;0;1.200.000,00;0
265;22/10/2007;1;5;7;8;11;12;13;15;16;17;18;19;20;22;24;0;0;;;366;15895;206626;1269650;0;1.649,50;10;4;2;1.408.672,99;3.000.000,00;0
266;25/10/2007;1;3;4;5;6;7;9;11;14;15;18;19;21;22;24;0;5;;GO;819;28035;294716;1476164;574.831,70;763,96;10;4;2;0;1.200.000,00;0
267;29/10/2007;2;3;4;5;6;9;11;12;13;14;15;17;21;23;24;0;2;;MS;580;25552;296938;1419919;512.949,16;755,18;10;4;2;0;1.300.000,00;0
268;01/11/2007;5;6;7;8;9;10;12;14;15;16;18;19;20;23;25;0;1;;SP;458;15704;216481;1132430;1.270.248,98;1.188,63;10;4;2;0;1.200.000,00;0
269;05/11/2007;1;2;4;6;10;13;14;15;16;17;18;19;22;23;24;0;1;;PE;357;13740;208513;1166041;1.330.336,28;1.597,04;10;4;2;0;1.300.000,00;0
270;08/11/2007;1;3;4;5;6;7;8;9;14;16;18;19;23;24;25;0;0;;;456;18099;265177;1328618;0;1.086,78;10;4;2;1.156.332,26;3.000.000,00;0
271;12/11/2007;1;2;4;5;6;8;11;12;16;18;19;20;21;24;25;0;6;;PR;449;19649;247576;1409801;513.005,15;1.834,26;10;4;2;0;1.200.000,00;0
272;16/11/2007;1;2;4;5;8;9;11;12;13;15;17;20;23;24;25;0;6;;AC;872;27833;240292;1166264;131.266,52;385,62;10;4;2;0;1.200.000,00;0
273;19/11/2007;1;5;6;7;10;12;15;16;17;18;19;20;21;24;25;0;2;;MG;4551;12563;161163;1034372;724.498,58;135,95;10;4;2;0;1.300.000,00;0
274;22/11/2007;2;4;5;6;7;10;11;12;14;15;17;20;21;23;25;0;4;;AM;645;18874;202897;1037963;312.825,36;831,43;10;4;2;0;1.200.000,00;0
275;26/11/2007;1;3;5;6;8;9;10;11;12;14;15;17;18;20;22;0;2;;PR;657;19774;226330;1222935;658.502,59;859,11;10;4;2;0;1.000.000,00;0
276;29/11/2007;2;3;4;5;7;10;11;12;13;17;18;19;20;22;25;0;3;;MG;312;14987;188284;1058898;411.743,68;1.696,75;10;4;2;0;1.400.000,00;0
277;03/12/2007;2;4;9;10;11;12;13;14;16;17;21;22;23;24;25;0;4;;GO;525;22011;213076;1251270;344.720,36;1.125,62;10;4;2;0;1.000.000,00;0
278;06/12/2007;1;2;3;5;6;9;11;12;13;15;17;19;21;23;25;0;25;;GO;4310;76727;426871;1443593;14.182,21;35,13;10;4;2;0;1.000.000,00;0
279;10/12/2007;1;2;3;5;6;9;10;11;12;13;17;18;19;22;23;0;3;;PR;804;23945;306944;1412942;384.377,54;612,34;10;4;2;0;1.000.000,00;0
280;13/12/2007;3;4;5;6;9;10;11;13;15;16;17;19;20;24;25;0;7;;ES;1779;17395;224021;1249554;186.308,88;312,99;10;4;2;0;1.200.000,00;0
281;17/12/2007;1;2;3;4;8;9;10;11;12;14;15;17;19;23;25;0;6;;PR;683;24788;310715;1611578;166.444,42;624,27;10;4;2;0;1.000.000,00;0
282;20/12/2007;2;3;4;7;8;11;12;13;15;16;19;20;21;22;25;0;5;;MG;474;14750;190462;1120400;311.399,20;1.407,77;10;4;2;0;1.000.000,00;0
283;22/12/2007;1;2;4;6;8;9;10;11;12;13;19;20;22;23;24;0;5;;BA;359;11743;140718;677731;125.730,62;747,63;10;4;2;0;1.000.000,00;0
284;27/12/2007;1;3;5;6;7;11;12;13;15;17;19;21;22;23;25;0;7;;GO;3392;89618;409708;1452685;51.508,88;45,39;10;4;2;0;1.200.000,00;0
285;29/12/2007;1;4;5;8;9;10;11;12;13;14;15;16;19;22;23;0;3;;BA;338;13308;131095;794186;231.166,67;879,33;10;4;2;0;1.300.000,00;0
286;03/01/2008;1;2;3;4;7;9;10;11;12;13;19;21;23;24;25;0;3;;BA;729;27687;296552;1434986;224.820,40;396,51;10;4;2;0;1.200.000,00;0
287;07/01/2008;2;5;6;7;10;12;13;15;16;17;18;21;22;23;25;0;5;;MG;528;17308;223741;1228506;270.692,90;1.098,59;10;4;2;0;1.200.000,00;0
288;10/01/2008;1;2;3;4;6;9;10;12;13;14;15;18;19;24;25;0;1;;RJ;504;18396;224846;1284701;1.112.109,33;945,67;10;4;2;0;1.200.000,00;0
289;14/01/2008;1;2;3;4;6;8;9;10;12;14;15;17;19;22;24;0;14;;BA;1421;34554;333071;1433297;63.211,34;266,9;10;4;2;0;1.300.000,00;0
290;17/01/2008;1;2;5;6;7;9;11;12;13;14;17;20;21;22;23;0;5;;CE;437;15046;198722;1215690;244.730,42;1.200,05;10;4;2;0;1.200.000,00;0
291;21/01/2008;1;2;5;7;8;10;11;12;13;14;15;17;20;23;24;0;5;;AP;554;19853;244168;1365109;236.637,79;915,31;10;4;2;0;1.300.000,00;0
292;24/01/2008;2;3;5;7;8;9;11;12;13;16;17;21;22;24;25;0;1;;AL;513;17502;203845;1145496;1.210.021,45;1.010,88;10;4;2;0;1.200.000,00;0
293;28/01/2008;1;2;3;6;9;12;13;14;15;18;19;22;23;24;25;0;3;;DF;722;40725;266109;1420232;311.274,88;554,31;10;4;2;0;1.200.000,00;0
294;31/01/2008;1;2;3;4;5;7;8;11;12;15;16;20;23;24;25;0;3;;MT;451;14533;198742;1146969;423.387,36;1.206,99;10;4;2;0;1.300.000,00;0
295;07/02/2008;2;3;4;6;10;13;15;16;17;18;19;21;23;24;25;0;2;;MT;336;16242;237731;1327959;710.326,08;1.812,06;10;4;2;0;1.200.000,00;0
296;11/02/2008;2;3;6;7;8;11;12;14;15;16;17;18;19;22;25;0;5;;SP;319;12612;181976;1088291;317.206,80;2.130,81;10;4;2;0;1.200.000,00;0
297;14/02/2008;1;4;7;8;9;10;12;14;15;16;21;22;23;24;25;0;0;;;267;11711;165948;1000928;0;2.388,76;10;4;2;1.488.197,27;3.000.000,00;0
298;18/02/2008;1;3;4;6;7;8;11;12;13;14;15;16;21;22;24;0;2;;MG;421;15894;227004;1522778;1.712.831,75;1.972,31;10;4;2;0;1.200.000,00;0
299;21/02/2008;3;5;6;7;8;10;13;17;18;19;20;21;22;23;24;0;1;;SP;261;13134;195795;1051550;1.400.709,24;2.300,02;10;4;2;0;1.200.000,00;0
300;25/02/2008;3;4;7;8;9;11;12;15;17;19;20;21;22;23;25;0;5;;DF;671;20196;258453;1332471;236.323,91;754,71;10;4;2;0;1.200.000,00;0
301;28/02/2008;2;3;8;9;11;12;13;14;15;17;18;19;20;22;23;0;4;;BA;654;20814;274101;1312404;207.255,79;543,27;10;4;2;0;1.200.000,00;0
302;03/03/2008;2;4;5;6;9;10;11;12;14;15;16;18;20;22;25;0;9;;PE;906;26568;243704;1152753;154.317,67;656,98;10;4;2;0;1.200.000,00;0
303;06/03/2008;2;3;4;6;8;12;15;16;17;18;20;21;22;23;24;0;3;;BA;343;15661;203428;1079262;452.508,66;1.696,20;10;4;2;0;1.200.000,00;0
304;10/03/2008;1;3;4;5;12;14;15;16;17;18;19;20;21;22;25;0;0;;;259;9066;148763;997021;0;2.902,10;10;4;2;1.753.836,94;3.000.000,00;0
305;13/03/2008;2;3;4;5;8;10;11;12;13;18;20;21;22;24;25;0;3;;MG;584;21381;283628;1490712;1.088.299,38;1.108,90;10;4;2;0;1.200.000,00;0
306;17/03/2008;1;2;4;5;8;11;12;13;14;15;16;18;19;20;25;0;0;;;320;17342;202597;1229254;0;1.852,02;10;4;2;1.382.844,08;2.700.000,00;0
307;20/03/2008;1;3;4;6;9;10;12;14;15;17;19;20;21;23;24;0;22;;BA;1413;32008;275894;1240760;120.368,22;383,76;10;4;2;0;1.100.000,00;0
308;24/03/2008;1;2;4;5;12;13;15;16;18;19;21;22;23;24;25;0;2;;MG;409;15693;236924;1225502;506.005,32;1.060,44;10;4;2;0;1.200.000,00;0
